initial_trust,initial_risk,round,trust
0.1,0.2368421052631579,59,0.015256493298344768
0.1,0.2368421052631579,60,0.014599544725354106
0.1,0.2368421052631579,61,0.013969254592643882
0.1,0.2368421052631579,62,0.013337926949832626
0.1,0.2368421052631579,63,0.012645324121800097
0.1,0.2368421052631579,64,0.01198228584825606
0.1,0.2368421052631579,65,0.011407644660516641
0.1,0.2368421052631579,66,0.010786026143432088
0.1,0.2368421052631579,67,0.01007445780951687
0.1,0.2368421052631579,68,0.009480917709813871
0.1,0.2368421052631579,69,0.008964657954822047
0.1,0.2368421052631579,70,0.008447637923175929
0.1,0.2368421052631579,71,0.008115143883237237
0.1,0.2368421052631579,72,0.007918277407074122
0.1,0.2368421052631579,73,0.00765149144157826
0.1,0.2368421052631579,74,0.007437273068349072
0.1,0.2368421052631579,75,0.007226906880346765
0.1,0.2368421052631579,76,0.00701787191680924
0.1,0.2368421052631579,77,0.006782099310971022
0.1,0.2368421052631579,78,0.006565288612618559
0.1,0.2368421052631579,79,0.006362402517240906
0.1,0.2368421052631579,80,0.006150258410063997
0.1,0.2368421052631579,81,0.005916528719699656
0.1,0.2368421052631579,82,0.005717440514493734
0.1,0.2368421052631579,83,0.0054588905989786975
0.1,0.2368421052631579,84,0.005245868966094444
0.1,0.2368421052631579,85,0.005033175845400294
0.1,0.2368421052631579,86,0.004785284011719952
0.1,0.2368421052631579,87,0.0045919738964144375
0.1,0.2368421052631579,88,0.00432588218790728
0.1,0.2368421052631579,89,0.004042166245576198
0.1,0.2368421052631579,90,0.0037870640956872525
0.1,0.2368421052631579,91,0.003521026555953383
0.1,0.2368421052631579,92,0.003292709536269557
0.1,0.2368421052631579,93,0.0030787302174784385
0.1,0.2368421052631579,94,0.002846936973592277
0.1,0.2368421052631579,95,0.0025608981891243714
0.1,0.2368421052631579,96,0.002314898473303678
0.1,0.2368421052631579,97,0.0020486719884379883
0.1,0.2368421052631579,98,0.0017720935259774322
0.1,0.2368421052631579,99,0.0015074090888541197
0.1,0.28421052631578947,0,0.1
